transaction date,transaction number,product type,product scent,product size,cash or card,loyalty number,customer name,loyalty tier,loyalty discount,quantity,sales before discount,sales after discount,profit
2023-02-22,220223019.0,Bar,Vanilla Bean,4x,Cash,1004273.0,Smitty Fere,Silver,0.1,1.0,17.74,15.97,6.97
2023-02-22,220223019.0,Liquid,Lavender Fields,0.25L,Cash,1004273.0,Smitty Fere,Silver,0.1,5.0,11.5,10.35,2.85
2023-02-22,220223020.0,Bar,Ocean Mist,1x,Card,1003190.0,Ivie Gianulli,Silver,0.1,5.0,6.0,5.4,2.1
2023-02-22,220223020.0,Liquid,Vanilla Bean,0.5L,Card,1003190.0,Ivie Gianulli,Silver,0.1,4.0,29.4,26.46,2.58
2023-02-22,220223020.0,Liquid,Ocean Mist,1L,Card,1003190.0,Ivie Gianulli,Silver,0.1,3.0,13.77,12.39,3.0
2023-02-22,220223021.0,Liquid,Lavender Fields,1L,Cash,1002488.0,Atalanta Peffer,Bronze,0.05,3.0,24.27,23.06,5.27
2023-02-22,220223021.0,Liquid,Citrus Breeze,1L,Cash,1002488.0,Atalanta Peffer,Bronze,0.05,5.0,29.6,28.12,10.37
2023-02-22,220223022.0,Bar,Citrus Breeze,2x,Card,,,,0.0,3.0,6.06,6.06,1.8
2023-02-22,220223022.0,Bar,Vanilla Bean,2x,Card,,,,0.0,4.0,27.44,27.44,8.44
2023-02-22,220223023.0,Bar,Fresh Rain,1x,Cash,1008044.0,Morgun Stemp,Silver,0.1,1.0,1.61,1.45,0.51
2023-02-22,220223023.0,Liquid,Vanilla Bean,1L,Cash,1008044.0,Morgun Stemp,Silver,0.1,3.0,37.5,33.75,-1.8
2023-02-22,220223024.0,Liquid,Fresh Rain,0.25L,Card,1004694.0,Ester Lutton,,0.0,2.0,2.86,2.86,0.6
2023-02-22,220223025.0,Liquid,Eucalyptus Mint,0.25L,Card,1000340.0,Appolonia Whetton,Gold,0.15,5.0,22.5,19.12,7.77
2023-02-22,220223026.0,Bar,Fresh Rain,1x,Card,1009943.0,Lyssa Claeskens,Bronze,0.05,5.0,8.05,7.65,2.95
2023-02-22,220223026.0,Liquid,Vanilla Bean,0.25L,Card,1009943.0,Lyssa Claeskens,Bronze,0.05,1.0,4.61,4.38,1.38
2023-02-22,220223026.0,Liquid,Lavender Fields,0.5L,Card,1009943.0,Lyssa Claeskens,Bronze,0.05,5.0,24.75,23.51,8.56
2023-02-22,220223027.0,Bar,Sandalwood Spice,1x,Card,,,,0.0,5.0,18.75,18.75,8.55
2023-02-22,220223028.0,Bar,Ocean Mist,1x,Cash,1008782.0,Carlo Gilhespy,Silver,0.1,4.0,4.8,4.32,1.68
2023-02-22,220223028.0,Liquid,Ocean Mist,0.25L,Cash,1008782.0,Carlo Gilhespy,Silver,0.1,2.0,3.1,2.79,1.21
2023-02-22,220223029.0,Bar,Rose Garden,1x,Card,1002912.0,Dael Burchett,Bronze,0.05,4.0,9.8,9.31,3.11
2023-02-22,220223029.0,Bar,Sandalwood Spice,1x,Card,1002912.0,Dael Burchett,Bronze,0.05,3.0,11.25,10.69,4.57
2023-02-22,220223030.0,Bar,Rose Garden,2x,Cash,1007041.0,Adelheid Scud,Bronze,0.05,1.0,3.17,3.01,0.06
2023-02-22,220223030.0,Liquid,Lavender Fields,0.5L,Cash,1007041.0,Adelheid Scud,Bronze,0.05,4.0,19.8,18.81,6.85
2023-02-22,220223030.0,Liquid,Cedarwood Forest,0.5L,Cash,1007041.0,Adelheid Scud,Bronze,0.05,5.0,21.95,20.85,7.6
2023-02-22,220223031.0,Liquid,Vanilla Bean,0.25L,Card,1004875.0,Lotta Dows,Bronze,0.05,2.0,9.22,8.76,2.76
2023-02-22,220223031.0,Liquid,Coconut Dream,0.5L,Card,1004875.0,Lotta Dows,Bronze,0.05,2.0,8.24,7.83,0.95
2023-02-22,220223032.0,Bar,Ocean Mist,2x,Card,1003821.0,Coralyn Hambers,Gold,0.15,3.0,6.12,5.2,1.45
2023-02-22,220223032.0,Bar,Cedarwood Forest,2x,Card,1003821.0,Coralyn Hambers,Gold,0.15,2.0,6.1,5.18,0.96
2023-02-22,220223032.0,Bar,Fresh Rain,4x,Card,1003821.0,Coralyn Hambers,Gold,0.15,1.0,4.28,3.64,0.26
2023-02-22,220223033.0,Liquid,Cedarwood Forest,0.25L,Cash,1002364.0,Elfreda Newey,Silver,0.1,2.9999999999999996,4.68,4.21,0.22
2023-02-22,220223033.0,Liquid,Rose Garden,0.5L,Cash,1002364.0,Elfreda Newey,Silver,0.1,3.0,21.15,19.04,7.94
2023-02-22,220223034.0,Bar,Rose Garden,4x,Card,,,,0.0,4.0,33.48,33.48,11.16
2023-02-22,220223034.0,Liquid,Citrus Breeze,0.25L,Card,,,,0.0,3.0,4.38,4.38,1.68
2023-02-22,220223035.0,Bar,Rose Garden,4x,Card,1008360.0,Cati Hawkshaw,Bronze,0.05,1.0,8.37,7.95,2.37
2023-02-22,220223035.0,Liquid,Rose Garden,1L,Card,1008360.0,Cati Hawkshaw,Bronze,0.05,3.0,35.55,33.77,11.72
2023-02-22,220223036.0,Liquid,Fresh Rain,0.25L,Card,1005739.0,Kirsteni Mcphaden,Bronze,0.05,2.0,2.86,2.72,0.46
2023-02-22,220223036.0,Liquid,Rose Garden,0.5L,Card,1005739.0,Kirsteni Mcphaden,Bronze,0.05,2.0,14.1,13.4,6.0
2023-02-22,220223037.0,Liquid,Fresh Rain,0.5L,Card,1009021.0,Ebony Fried,Bronze,0.05,1.0,2.25,2.14,-0.1
2023-02-22,220223038.0,Bar,Rose Garden,2x,Card,1006395.0,Maurits Canada,Bronze,0.05,2.0,6.34,6.02,0.12
2023-02-22,220223038.0,Liquid,Fresh Rain,0.25L,Card,1006395.0,Maurits Canada,Bronze,0.05,4.0,5.72,5.43,0.91
2023-02-22,220223039.0,Liquid,Sandalwood Spice,0.5L,Card,1009495.0,Caroljean Bohlin,Gold,0.15,1.0,9.56,8.13,3.26
2023-02-22,220223040.0,Liquid,Citrus Breeze,0.25L,Card,1001767.0,Constance Corck,Silver,0.1,3.0,4.38,3.94,1.24
2023-02-22,220223040.0,Liquid,Vanilla Bean,0.25L,Card,1001767.0,Constance Corck,Silver,0.1,2.0,9.22,8.3,2.3
2023-02-22,220223041.0,Bar,Coconut Dream,2x,Card,1009685.0,Tara Fairham,Silver,0.1,4.0,17.28,15.55,4.59
2023-02-22,220223041.0,Bar,Sandalwood Spice,4x,Card,1009685.0,Tara Fairham,Silver,0.1,5.0,39.95,35.96,-0.74
2023-02-22,220223042.0,Liquid,Vanilla Bean,0.25L,Cash,,,,0.0,5.0,23.05,23.05,8.05
2023-02-22,220223042.0,Liquid,Cedarwood Forest,0.25L,Cash,,,,0.0,5.0,7.8,7.8,1.15
2023-02-22,220223042.0,Liquid,Fresh Rain,1L,Cash,,,,0.0,4.0,32.6,32.6,14.76
2023-02-22,220223043.0,Bar,Lavender Fields,2x,Cash,1003829.0,Kalie Cusworth,Bronze,0.05,4.0,9.64,9.16,-0.36
2023-02-22,220223043.0,Liquid,Coconut Dream,1L,Cash,1003829.0,Kalie Cusworth,Bronze,0.05,1.0,7.5,7.12,0.29
2023-02-22,220223044.0,Bar,Cedarwood Forest,4x,Cash,1008251.0,Adolphe Tapley,Silver,0.1,2.0,10.6,9.54,1.54
2023-02-22,220223044.0,Liquid,Vanilla Bean,0.25L,Cash,1008251.0,Adolphe Tapley,Silver,0.1,5.0,23.05,20.74,5.74
2023-02-22,220223045.0,Bar,Citrus Breeze,2x,Cash,1001101.0,Ciel Coldicott,Bronze,0.0,5.0,10.1,10.1,3.0
2023-02-22,220223046.0,Liquid,Eucalyptus Mint,0.25L,Cash,1001426.0,Aylmar Ripsher,,0.0,5.0,22.5,22.5,11.15
2023-02-22,220223046.0,Liquid,Ocean Mist,0.5L,Cash,1001426.0,Aylmar Ripsher,,0.0,2.0,5.82,5.82,2.66
2023-02-22,220223047.0,Bar,Cedarwood Forest,1x,Cash,,,,0.0,3.0,6.54,6.54,3.21
2023-02-22,220223048.0,Bar,Cedarwood Forest,4x,Cash,,,,0.0,2.0,10.6,10.6,2.6
2023-02-22,220223048.0,Liquid,Rose Garden,1L,Cash,,,,0.0,4.0,47.4,47.4,18.0
2023-02-22,220223049.0,Bar,Cedarwood Forest,1x,Cash,1000809.0,Teodora Eslie,Silver,0.1,2.0,4.36,3.92,1.7
2023-02-22,220223049.0,Bar,Rose Garden,2x,Cash,1000809.0,Teodora Eslie,Silver,0.1,5.0,15.85,14.26,-0.49
2023-02-22,220223049.0,Liquid,Citrus Breeze,0.5L,Cash,1000809.0,Teodora Eslie,Silver,0.1,5.0,12.4,11.16,2.21
2023-02-22,220223050.0,Bar,Vanilla Bean,2x,Cash,1001700.0,Symon Talman,Bronze,0.05,1.0,6.86,6.52,1.77
2023-02-22,220223050.0,Bar,Lavender Fields,4x,Cash,1001700.0,Symon Talman,Bronze,0.05,4.0,20.4,19.38,1.38
2023-02-22,220223050.0,Liquid,Rose Garden,0.25L,Cash,1001700.0,Symon Talman,Bronze,0.05,3.0000000000000004,5.7,5.42,-0.16
2023-02-22,220223051.0,Bar,Ocean Mist,1x,Cash,,,,0.0,5.0,6.0,6.0,2.7
2023-02-22,220223051.0,Bar,Lavender Fields,2x,Cash,,,,0.0,2.0,4.82,4.82,0.06
2023-02-22,220223051.0,Liquid,Lavender Fields,0.5L,Cash,,,,0.0,5.0,24.75,24.75,9.8
2023-02-22,220223052.0,Bar,Eucalyptus Mint,4x,Card,,,,0.0,4.0,33.2,33.2,6.0
2023-02-22,220223053.0,Bar,Ocean Mist,4x,Card,,,,0.0,2.9999999999999996,13.95,13.95,6.81
2023-02-22,220223054.0,Bar,Sandalwood Spice,4x,Card,1000023.0,Shirley Malenfant,Bronze,0.05,5.0,39.95,37.95,1.25
2023-02-22,220223055.0,Bar,Rose Garden,2x,Card,1004171.0,Evangeline Manueli,Bronze,0.05,5.0,15.85,15.06,0.31
2023-02-22,220223056.0,Liquid,Ocean Mist,1L,Cash,,,,0.0,3.0,13.77,13.77,4.38
2023-02-23,230223001.0,Bar,Citrus Breeze,1x,Cash,1008161.0,Shurwood Cossons,Bronze,0.05,4.999999999999999,4.05,3.85,0.1
2023-02-23,230223001.0,Bar,Rose Garden,2x,Cash,1008161.0,Shurwood Cossons,Bronze,0.05,4.0,12.68,12.05,0.25
2023-02-23,230223002.0,Bar,Lavender Fields,4x,Cash,,,,0.0,3.0000000000000004,15.3,15.3,1.8
2023-02-23,230223003.0,Liquid,Citrus Breeze,0.25L,Cash,1002043.0,Hoebart Andresen,Gold,0.15,4.0,5.84,4.96,1.36
2023-02-23,230223003.0,Liquid,Eucalyptus Mint,0.25L,Cash,1002043.0,Hoebart Andresen,Gold,0.15,1.0,4.5,3.82,1.55
2023-02-23,230223003.0,Liquid,Cedarwood Forest,0.5L,Cash,1002043.0,Hoebart Andresen,Gold,0.15,5.0,21.95,18.66,5.41
2023-02-23,230223004.0,Bar,Vanilla Bean,1x,Card,,,,0.0,4.0,14.56,14.56,4.56
2023-02-23,230223005.0,Bar,Vanilla Bean,4x,Cash,,,,0.0,1.0,17.74,17.74,8.74
2023-02-23,230223005.0,Liquid,Vanilla Bean,0.25L,Cash,,,,0.0,2.0,9.22,9.22,3.22
2023-02-23,230223005.0,Liquid,Rose Garden,0.5L,Cash,,,,0.0,4.0,28.2,28.2,13.4
2023-02-23,230223006.0,Bar,Lavender Fields,4x,Card,,,,0.0,4.0,20.4,20.4,2.4
2023-02-23,230223007.0,Liquid,Citrus Breeze,0.25L,Card,1005614.0,Gert Tottman,Silver,0.1,5.0,7.3,6.57,2.07
2023-02-23,230223008.0,Liquid,Fresh Rain,0.5L,Card,1009017.0,Alex Sey,Bronze,0.0,5.0,11.25,11.25,0.05
2023-02-23,230223009.0,Bar,Vanilla Bean,1x,Card,1000716.0,Lesli Gillum,Bronze,0.05,5.0,18.2,17.29,4.79
2023-02-23,230223009.0,Bar,Sandalwood Spice,2x,Card,1000716.0,Lesli Gillum,Bronze,0.05,5.0,37.85,35.96,16.56
2023-02-23,230223009.0,Liquid,Cedarwood Forest,1L,Card,1000716.0,Lesli Gillum,Bronze,0.05,2.0,13.52,12.84,2.32
2023-02-23,230223010.0,Bar,Cedarwood Forest,4x,Cash,1004013.0,Brannon Roland,Bronze,0.05,5.0,26.5,25.17,5.17
2023-02-23,230223010.0,Liquid,Eucalyptus Mint,0.25L,Cash,1004013.0,Brannon Roland,Bronze,0.05,3.0,13.5,12.82,6.01
2023-02-23,230223011.0,Liquid,Eucalyptus Mint,0.25L,Cash,,,,0.0,3.0,13.5,13.5,6.69
2023-02-23,230223012.0,Bar,Eucalyptus Mint,1x,Card,1001317.0,Joanna Scholz,,0.0,1.0,3.49,3.49,1.6
2023-02-23,230223013.0,Liquid,Vanilla Bean,1L,Cash,,,,0.0,2.0,25.0,25.0,1.3
2023-02-23,230223014.0,Liquid,Vanilla Bean,0.25L,Cash,1007882.0,Elaina Brunsen,Bronze,0.05,1.0,4.61,4.38,1.38
2023-02-23,230223014.0,Liquid,Coconut Dream,0.25L,Cash,1007882.0,Elaina Brunsen,Bronze,0.05,1.0,2.38,2.26,0.53
2023-02-23,230223014.0,Liquid,Coconut Dream,0.5L,Cash,1007882.0,Elaina Brunsen,Bronze,0.05,1.0,4.12,3.91,0.47
2023-02-23,230223015.0,Bar,Coconut Dream,4x,Cash,1000845.0,Ariel Toretta,Silver,0.1,4.999999999999999,48.15,43.34,17.44
2023-02-23,230223015.0,Liquid,Eucalyptus Mint,0.5L,Cash,1000845.0,Ariel Toretta,Silver,0.1,4.999999999999999,44.4,39.96,17.41
2023-02-23,230223015.0,Liquid,Coconut Dream,1L,Cash,1000845.0,Ariel Toretta,Silver,0.1,1.0,7.5,6.75,-0.08
2023-02-23,230223016.0,Bar,Ocean Mist,1x,Cash,,,,0.0,2.0,2.4,2.4,1.08
2023-02-23,230223016.0,Liquid,Sandalwood Spice,1L,Cash,,,,0.0,2.0,26.38,26.38,7.04
2023-02-23,230223017.0,Bar,Cedarwood Forest,2x,Card,1001841.0,Maura Matieu,Bronze,0.05,2.0,6.1,5.79,1.57
2023-02-23,230223017.0,Liquid,Ocean Mist,1L,Card,1001841.0,Maura Matieu,Bronze,0.05,5.0,22.95,21.8,6.15
2023-02-23,230223018.0,Bar,Citrus Breeze,1x,Cash,1009319.0,Bart Barles,Bronze,0.05,4.0,3.24,3.08,0.08
2023-02-23,230223018.0,Bar,Lavender Fields,4x,Cash,1009319.0,Bart Barles,Bronze,0.05,4.0,20.4,19.38,1.38
2023-02-23,230223018.0,Liquid,Fresh Rain,1L,Cash,1009319.0,Bart Barles,Bronze,0.05,3.0,24.45,23.23,9.85
2023-02-23,230223019.0,Liquid,Ocean Mist,1L,Cash,1009056.0,Harald Aucutt,,0.0,3.0,13.77,13.77,4.38
2023-02-23,230223020.0,Liquid,Rose Garden,0.25L,Cash,1002682.0,Wendel Ebbens,,0.0,1.0,1.9,1.9,0.04
2023-02-23,230223020.0,Liquid,Vanilla Bean,0.25L,Cash,1002682.0,Wendel Ebbens,,0.0,2.0,9.22,9.22,3.22
2023-02-23,230223021.0,Bar,Coconut Dream,2x,Cash,1003094.0,Roosevelt Dashper,Bronze,0.05,1.0,4.32,4.1,1.36
2023-02-23,230223021.0,Liquid,Vanilla Bean,0.25L,Cash,1003094.0,Roosevelt Dashper,Bronze,0.05,2.0,9.22,8.76,2.76
2023-02-23,230223022.0,Bar,Coconut Dream,1x,Card,1004343.0,Weber Grigolashvill,Silver,0.1,4.999999999999999,13.7,12.33,5.13
2023-02-23,230223022.0,Liquid,Vanilla Bean,0.25L,Card,1004343.0,Weber Grigolashvill,Silver,0.1,3.0,13.83,12.45,3.45
2023-02-23,230223023.0,Bar,Rose Garden,1x,Cash,1008205.0,Shari Letixier,Silver,0.1,2.9999999999999996,7.35,6.62,1.97
2023-02-23,230223024.0,Liquid,Fresh Rain,1L,Cash,1009050.0,Faith Elderidge,Bronze,0.05,5.0,40.75,38.71,16.41
2023-02-23,230223025.0,Liquid,Eucalyptus Mint,0.5L,Card,1007085.0,Artie Fidilis,Silver,0.1,4.999999999999999,44.4,39.96,17.41
2023-02-23,230223025.0,Liquid,Rose Garden,1L,Card,1007085.0,Artie Fidilis,Silver,0.1,5.0,59.25,53.32,16.57
2023-02-23,230223026.0,Bar,Citrus Breeze,1x,Cash,,,,0.0,1.0,0.81,0.81,0.06
2023-02-23,230223026.0,Liquid,Citrus Breeze,0.5L,Cash,,,,0.0,2.0,4.96,4.96,1.38
2023-02-23,230223027.0,Bar,Cedarwood Forest,2x,Cash,1005598.0,Maris Minney,Bronze,0.05,3.0000000000000004,9.15,8.69,2.36
2023-02-23,230223027.0,Liquid,Citrus Breeze,0.5L,Cash,1005598.0,Maris Minney,Bronze,0.05,4.0,9.92,9.42,2.26
2023-02-23,230223028.0,Bar,Citrus Breeze,1x,Cash,,,,0.0,1.0,0.81,0.81,0.06
2023-02-23,230223029.0,Bar,Sandalwood Spice,1x,Card,1000010.0,Alyssa Bonnor,Silver,0.1,4.0,15.0,13.5,5.34
2023-02-23,230223029.0,Liquid,Lavender Fields,0.25L,Card,1000010.0,Alyssa Bonnor,Silver,0.1,3.0000000000000004,6.9,6.21,1.71
2023-02-23,230223029.0,Liquid,Coconut Dream,1L,Card,1000010.0,Alyssa Bonnor,Silver,0.1,1.0,7.5,6.75,-0.08
2023-02-23,230223030.0,Bar,Lavender Fields,1x,Cash,,,,0.0,2.9999999999999996,5.31,5.31,1.56
2023-02-23,230223030.0,Liquid,Cedarwood Forest,1L,Cash,,,,0.0,1.0,6.76,6.76,1.5
2023-02-23,230223031.0,Liquid,Coconut Dream,0.5L,Cash,1008581.0,Herculie Piscopello,Silver,0.1,2.0,8.24,7.42,0.54
2023-02-23,230223032.0,Bar,Sandalwood Spice,1x,Card,1003640.0,Stesha Czapla,Gold,0.15,2.0,7.5,6.38,2.3
2023-02-23,230223032.0,Bar,Vanilla Bean,1x,Card,1003640.0,Stesha Czapla,Gold,0.15,3.0,10.92,9.28,1.78
2023-02-23,230223032.0,Liquid,Lavender Fields,1L,Card,1003640.0,Stesha Czapla,Gold,0.15,5.0,40.45,34.38,4.73
2023-02-23,230223033.0,Bar,Eucalyptus Mint,4x,Card,,,,0.0,2.0,16.6,16.6,3.0
2023-02-23,230223033.0,Liquid,Cedarwood Forest,0.5L,Card,,,,0.0,1.0,4.39,4.39,1.74
2023-02-23,230223034.0,Bar,Citrus Breeze,4x,Card,,,,0.0,1.0,4.06,4.06,1.36
2023-02-23,230223034.0,Liquid,Citrus Breeze,0.5L,Card,,,,0.0,4.0,9.92,9.92,2.76
2023-02-23,230223034.0,Liquid,Eucalyptus Mint,0.5L,Card,,,,0.0,1.0,8.88,8.88,4.37
2023-02-23,230223035.0,Liquid,Eucalyptus Mint,0.25L,Card,1005306.0,Sonnie Negri,,0.0,4.0,18.0,18.0,8.92
2023-02-23,230223035.0,Liquid,Coconut Dream,1L,Card,1005306.0,Sonnie Negri,,0.0,4.0,30.0,30.0,2.68
2023-02-23,230223036.0,Liquid,Citrus Breeze,1L,Card,1009453.0,Clyde Trorey,Silver,0.1,2.0,11.84,10.66,3.56
2023-02-23,230223037.0,Liquid,Lavender Fields,1L,Card,1009751.0,Creighton Dibbin,,0.0,3.0,24.27,24.27,6.48
2023-02-23,230223038.0,Liquid,Citrus Breeze,0.25L,Card,1000914.0,Tracie Stanger,Bronze,0.05,5.0,7.3,6.94,2.44
2023-02-23,230223039.0,Bar,Citrus Breeze,4x,Cash,1004008.0,Colver Drews,Bronze,0.05,3.0,12.18,11.57,3.47
2023-02-23,230223039.0,Liquid,Coconut Dream,0.25L,Cash,1004008.0,Colver Drews,Bronze,0.05,5.0,11.9,11.3,2.65
2023-02-23,230223040.0,Bar,Lavender Fields,1x,Cash,1001207.0,Fredrick Arrigucci,Bronze,0.05,5.0,8.85,8.41,2.16
2023-02-23,230223041.0,Bar,Lavender Fields,1x,Card,1006787.0,Collie Iacopo,Silver,0.1,2.9999999999999996,5.31,4.78,1.03
2023-02-23,230223041.0,Bar,Vanilla Bean,4x,Card,1006787.0,Collie Iacopo,Silver,0.1,4.0,70.96,63.86,27.86
2023-02-23,230223042.0,Liquid,Sandalwood Spice,0.5L,Card,1000067.0,Marguerite Greenhowe,Silver,0.1,1.0,9.56,8.6,3.73
2023-02-23,230223043.0,Bar,Rose Garden,1x,Card,1003832.0,Janelle Coppock.,Bronze,0.05,2.0,4.9,4.66,1.56
2023-02-23,230223043.0,Liquid,Sandalwood Spice,0.25L,Card,1003832.0,Janelle Coppock.,Bronze,0.05,2.0,8.5,8.07,3.17
2023-02-23,230223044.0,Bar,Sandalwood Spice,1x,Card,,,,0.0,5.0,18.75,18.75,8.55
2023-02-23,230223044.0,Liquid,Ocean Mist,0.25L,Card,,,,0.0,2.0,3.1,3.1,1.52
2023-02-23,230223044.0,Liquid,Citrus Breeze,1L,Card,,,,0.0,3.0000000000000004,17.76,17.76,7.11
2023-02-23,230223045.0,Bar,Fresh Rain,2x,Card,1002496.0,Roley Nisen,Silver,0.1,3.0,5.67,5.1,-0.27
2023-02-23,230223045.0,Liquid,Vanilla Bean,0.5L,Card,1002496.0,Roley Nisen,Silver,0.1,4.0,29.4,26.46,2.58
2023-02-23,230223046.0,Bar,Coconut Dream,2x,Card,,,,0.0,5.0,21.6,21.6,7.9
2023-02-23,230223047.0,Bar,Eucalyptus Mint,2x,Cash,,,,0.0,1.0,6.23,6.23,2.64
2023-02-23,230223047.0,Liquid,Rose Garden,0.5L,Cash,,,,0.0,2.0,14.1,14.1,6.7
2023-02-23,230223047.0,Liquid,Citrus Breeze,1L,Cash,,,,0.0,4.0,23.68,23.68,9.48
2023-02-23,230223048.0,Bar,Coconut Dream,1x,Cash,1003729.0,Celeste Masarrat,Bronze,0.05,3.0,8.22,7.81,3.49
2023-02-23,230223049.0,Bar,Sandalwood Spice,2x,Cash,1000858.0,Thekla Cartmale,Bronze,0.05,5.0,37.85,35.96,16.56
2023-02-23,230223049.0,Liquid,Fresh Rain,0.5L,Cash,1000858.0,Thekla Cartmale,Bronze,0.05,1.0,2.25,2.14,-0.1
2023-02-23,230223050.0,Bar,Eucalyptus Mint,1x,Cash,,,,0.0,2.0,6.98,6.98,3.2
2023-02-23,230223050.0,Bar,Lavender Fields,4x,Cash,,,,0.0,3.0000000000000004,15.3,15.3,1.8
2023-02-23,230223050.0,Liquid,Vanilla Bean,0.25L,Cash,,,,0.0,3.0,13.83,13.83,4.83
2023-02-23,230223051.0,Bar,Ocean Mist,2x,Card,,,,0.0,1.0,2.04,2.04,0.79
2023-02-23,230223051.0,Liquid,Eucalyptus Mint,0.25L,Card,,,,0.0,1.0,4.5,4.5,2.23
2023-02-23,230223052.0,Bar,Lavender Fields,1x,Card,1003083.0,Delores Kemp,Silver,0.1,2.9999999999999996,5.31,4.78,1.03
2023-02-23,230223052.0,Bar,Ocean Mist,4x,Card,1003083.0,Delores Kemp,Silver,0.1,1.0,4.65,4.19,1.81
2023-02-23,230223053.0,Bar,Vanilla Bean,1x,Card,1006992.0,Cale Gerritsma,Silver,0.1,4.0,14.56,13.1,3.1
2023-02-23,230223053.0,Liquid,Coconut Dream,1L,Card,1006992.0,Cale Gerritsma,Silver,0.1,3.0,22.5,20.25,-0.24
2023-02-24,240223001.0,Bar,Ocean Mist,2x,Cash,1006764.0,Godart Frude,Bronze,0.05,1.0,2.04,1.94,0.69
2023-02-24,240223002.0,Bar,Rose Garden,2x,Cash,1003980.0,Salomo Fickling,Silver,0.1,5.0,15.85,14.26,-0.49
2023-02-24,240223002.0,Liquid,Rose Garden,0.5L,Cash,1003980.0,Salomo Fickling,Silver,0.1,2.0,14.1,12.69,5.29
2023-02-24,240223003.0,Liquid,Ocean Mist,0.25L,Card,1000772.0,Federica Murison,,0.0,3.0,4.65,4.65,2.28
2023-02-24,240223004.0,Bar,Rose Garden,4x,Card,1002602.0,Susanna Robinet,Silver,0.1,1.0,8.37,7.53,1.95
2023-02-24,240223004.0,Liquid,Coconut Dream,0.5L,Card,1002602.0,Susanna Robinet,Silver,0.1,5.0,20.6,18.54,1.34
2023-02-24,240223005.0,Bar,Rose Garden,1x,Card,1006605.0,Barry Mclelland,Bronze,0.05,2.9999999999999996,7.35,6.98,2.33
2023-02-24,240223005.0,Liquid,Eucalyptus Mint,0.5L,Card,1006605.0,Barry Mclelland,Bronze,0.05,4.999999999999999,44.4,42.18,19.63
2023-02-24,240223006.0,Bar,Fresh Rain,2x,Cash,1002991.0,Tiphani Lillicrop,Silver,0.1,3.0,5.67,5.1,-0.27
2023-02-24,240223006.0,Liquid,Lavender Fields,0.5L,Cash,1002991.0,Tiphani Lillicrop,Silver,0.1,1.0,4.95,4.46,1.47
2023-02-24,240223006.0,Liquid,Cedarwood Forest,0.5L,Cash,1002991.0,Tiphani Lillicrop,Silver,0.1,4.0,17.56,15.8,5.2
2023-02-24,240223007.0,Bar,Rose Garden,4x,Cash,1000800.0,Celestyna Rozycki,Bronze,0.05,3.0,25.11,23.85,7.11
2023-02-24,240223007.0,Liquid,Cedarwood Forest,0.25L,Cash,1000800.0,Celestyna Rozycki,Bronze,0.05,5.0,7.8,7.41,0.76
2023-02-24,240223008.0,Liquid,Fresh Rain,0.25L,Cash,,,,0.0,4.0,5.72,5.72,1.2
2023-02-24,240223008.0,Liquid,Lavender Fields,0.5L,Cash,,,,0.0,1.0,4.95,4.95,1.96
2023-02-24,240223009.0,Bar,Vanilla Bean,1x,Card,,,,0.0,4.0,14.56,14.56,4.56
2023-02-24,240223009.0,Bar,Rose Garden,2x,Card,,,,0.0,3.0,9.51,9.51,0.66
2023-02-24,240223009.0,Bar,Vanilla Bean,2x,Card,,,,0.0,2.9999999999999996,20.58,20.58,6.33
2023-02-24,240223010.0,Liquid,Coconut Dream,0.25L,Card,,,,0.0,3.0,7.14,7.14,1.95
2023-02-24,240223010.0,Liquid,Coconut Dream,0.5L,Card,,,,0.0,2.0,8.24,8.24,1.36
2023-02-24,240223011.0,Bar,Fresh Rain,4x,Cash,1000075.0,Luella Jakubski,Gold,0.15,2.0,8.56,7.28,0.52
2023-02-24,240223011.0,Liquid,Citrus Breeze,0.5L,Cash,1000075.0,Luella Jakubski,Gold,0.15,3.0,7.44,6.32,0.95
2023-02-24,240223012.0,Bar,Citrus Breeze,1x,Cash,1008570.0,Sukey Broschek,Silver,0.1,4.0,3.24,2.92,-0.08
2023-02-24,240223012.0,Bar,Cedarwood Forest,4x,Cash,1008570.0,Sukey Broschek,Silver,0.1,2.0,10.6,9.54,1.54
2023-02-24,240223013.0,Bar,Ocean Mist,4x,Cash,1008784.0,Aldric Bensusan,Bronze,0.05,5.0,23.25,22.09,10.19
2023-02-24,240223013.0,Liquid,Rose Garden,0.25L,Cash,1008784.0,Aldric Bensusan,Bronze,0.05,3.0000000000000004,5.7,5.42,-0.16
2023-02-24,240223014.0,Bar,Rose Garden,1x,Cash,1007161.0,Kenon Gullivan,Bronze,0.0,4.0,9.8,9.8,3.6
2023-02-24,240223014.0,Bar,Citrus Breeze,4x,Cash,1007161.0,Kenon Gullivan,Bronze,0.0,3.0,12.18,12.18,4.08
2023-02-24,240223015.0,Bar,Eucalyptus Mint,1x,Card,1009883.0,Aylmer Stilly,Bronze,0.05,1.0,3.49,3.32,1.43
2023-02-24,240223016.0,Liquid,Sandalwood Spice,0.25L,Cash,1001452.0,Diana Eburne,Bronze,0.05,3.0,12.75,12.11,4.76
2023-02-24,240223016.0,Liquid,Fresh Rain,0.5L,Cash,1001452.0,Diana Eburne,Bronze,0.05,3.0,6.75,6.41,-0.31
